flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
CZ4318,14:50:00,17:45:00,60,XMN,T3,CKG,T3,CZ,A320
CZ7176,13:55:00,16:15:00,50,SZX,T1,HGH,T2,CZ,A320
CZ4441,14:10:00,15:55:00,50,SHA,T3,XMN,T1,CZ,B737
CZ9204,14:50:00,17:25:00,60,NKG,T1,CTU,T1,CZ,A20N
CZ1922,13:40:00,15:40:00,50,PKX,T1,HGH,T2,CZ,A21N
CZ4793,16:05:00,18:20:00,60,TFU,T2,LXA,T3,CZ,A320
CZ4610,13:15:00,16:10:00,60,KMG,T1,HGH,T1,CZ,B772
CZ4353,13:45:00,16:10:00,50,CKG,T1,FOC,T1,CZ,A21N
CZ9298,16:25:00,18:00:00,50,FYJ,T3,HRB,T3,CZ,A320
CZ4103,13:15:00,15:35:00,50,PKX,T1,HGH,T1,CZ,C919
CZ9140,15:30:00,18:30:00,50,PEK,T3,CTU,T3,CZ,A319
CZ9138,13:30:00,16:15:00,60,PEK,T3,CTU,T2,CZ,A359
CZ1970,14:30:00,16:40:00,50,NKG,T1,PKX,T1,CZ,AJ27
CZ4028,15:10:00,16:55:00,50,TAO,T1,CGQ,T1,CZ,B772
CZ29,14:10:00,16:15:00,60,PVG,T1,CGO,T1,CZ,A332
CZ9048,11:05:00,12:55:00,60,LZY,T3,CTU,T1,CZ,AJ27
CZ9304,13:50:00,17:00:00,50,XMN,T2,CTU,T3,CZ,A20N
CZ97,15:25:00,18:00:00,50,KWE,T1,SHA,T2,CZ,A320
CZ1787,16:30:00,18:35:00,60,LHW,T1,KMG,T3,CZ,A21N
CZ4132,16:50:00,19:00:00,50,NKG,T3,YCU,T3,CZ,C919
CZ4191,12:15:00,14:50:00,60,XIY,T1,FOC,T1,CZ,B737
CZ6756,16:40:00,18:45:00,60,DDG,T3,PVG,T1,CZ,B789
CZ4925,13:55:00,15:25:00,60,CKG,T1,CSX,T1,CZ,B772
CZ1904,12:35:00,14:35:00,50,PKX,T1,HGH,T2,CZ,A321
CZ4616,16:15:00,18:40:00,50,LXA,T2,CKG,T1,CZ,AJ27
CZ94,13:50:00,16:40:00,60,PVG,T2,KWE,T2,CZ,C919
CZ9046,10:30:00,12:20:00,50,LZY,T2,CTU,T2,CZ,A321
CZ9327,12:30:00,15:20:00,60,CTU,T2,FOC,T1,CZ,A21N
CZ9268,14:00:00,16:05:00,60,CSX,T1,KMG,T2,CZ,A388
CZ4668,9:55:00,12:30:00,60,LZY,T2,XIY,T1,CZ,B789
CZ50,12:45:00,15:55:00,50,SHA,T2,SYX,T3,CZ,B77W
CZ4211,11:50:00,14:20:00,50,SZX,T3,CKG,T1,CZ,B788
CZ4393,12:10:00,14:00:00,50,SHA,T3,XMN,T2,CZ,B772
CZ9468,15:55:00,18:45:00,60,CGQ,T2,CGO,T2,CZ,A333
CZ72,14:20:00,16:10:00,60,PVG,T1,DLC,T1,CZ,A333
CZ4274,12:25:00,14:40:00,50,PKX,T1,CSX,T3,CZ,A359
CZ4281,12:05:00,15:20:00,50,SZX,T3,TSN,T2,CZ,A359
CZ4443,12:45:00,14:55:00,60,TNA,T3,XMN,T1,CZ,A388
CZ5608,16:30:00,18:00:00,60,LIJ,T2,SWA,T1,CZ,A333
CZ4879,10:20:00,13:00:00,60,TFU,T2,TAO,T2,CZ,C919
CZ1419,16:15:00,18:05:00,50,SHE,T1,SJW,T2,CZ,A319
CZ4915,8:00:00,10:40:00,50,TFU,T3,PVG,T1,CZ,B77W
CZ130,11:25:00,13:35:00,50,PVG,T3,PKX,T3,CZ,A321
CZ4037,17:20:00,18:40:00,60,NGB,T1,XMN,T3,CZ,A359
CZ7087,12:50:00,14:50:00,50,TFU,T1,INC,T2,CZ,B789
CZ1500,14:45:00,17:25:00,50,TFU,T2,HKG,T1,CZ,A20N
CZ4110,16:20:00,17:55:00,60,CGO,T1,HET,T2,CZ,A333
CZ6558,15:20:00,17:35:00,60,TFU,T2,HAK,T2,CZ,A321
CZ1845,14:55:00,17:10:00,60,HGH,T2,MFM,T1,CZ,B738
CZ9067,14:30:00,16:50:00,60,CTU,T1,LXA,T3,CZ,B788
CZ4647,13:30:00,16:45:00,60,XIY,T2,LXA,T3,CZ,B737
CZ6442,14:10:00,17:55:00,50,TFU,T3,CGQ,T3,CZ,A20N
CZ6472,15:25:00,17:20:00,50,TFU,T2,CGO,T1,CZ,A21N
CZ7146,15:15:00,17:15:00,60,LHW,T1,ENH,T1,CZ,A320
CZ4149,11:30:00,13:40:00,50,XIY,T1,HGH,T2,CZ,B772
CZ4994,14:50:00,18:05:00,60,URC,T1,XIY,T2,CZ,C919
CZ4948,16:05:00,17:55:00,60,TYN,T1,CKG,T1,CZ,B789
CZ9318,11:35:00,14:15:00,50,SZX,T3,CTU,T3,CZ,A333
CZ4005,13:05:00,16:40:00,50,SHE,T2,XMN,T2,CZ,A20N
CZ9156,10:50:00,13:55:00,60,HGH,T3,CTU,T3,CZ,B77W
CZ4071,12:00:00,14:35:00,60,PKX,T1,FOC,T3,CZ,C919
CZ9203,11:40:00,13:50:00,50,CTU,T1,NKG,T3,CZ,B738
CZ7018,10:55:00,14:00:00,50,CTU,T1,HGH,T2,CZ,A388
CZ1954,11:45:00,14:35:00,50,PKX,T1,CTU,T1,CZ,A21N
CZ9024,14:30:00,16:25:00,50,SHE,T3,XUZ,T3,CZ,C919
CZ9162,12:10:00,15:05:00,50,XMN,T1,CTU,T3,CZ,B788
CZ4660,10:50:00,13:25:00,50,SZX,T1,XIY,T3,CZ,B788
CZ4279,10:35:00,12:45:00,60,SZX,T2,SHA,T1,CZ,B737
CZ9408,16:05:00,18:40:00,60,SYX,T2,WUH,T1,CZ,B789
CZ4813,8:00:00,10:25:00,60,TFU,T2,CAN,T3,CZ,A321
CZ4605,7:40:00,9:40:00,60,PEK,T2,ZHY,T2,CZ,A320
CZ4903,7:40:00,9:50:00,50,TFU,T3,XUZ,T2,CZ,A320
CZ4837,8:15:00,9:55:00,60,TFU,T3,WUH,T2,CZ,B738
CZ4399,8:10:00,10:00:00,50,SHA,T3,XMN,T2,CZ,A332
CZ4739,8:05:00,9:20:00,50,TFU,T3,XIY,T3,CZ,A359
CZ1579,7:40:00,10:00:00,50,TFU,T1,TNA,T1,CZ,B789
CZ3894,9:30:00,10:50:00,50,SWA,T2,CAN,T1,CZ,AJ27
CZ82,7:35:00,10:00:00,50,PVG,T2,SHE,T2,CZ,A319
CZ9061,7:30:00,9:50:00,50,CTU,T3,LXA,T2,CZ,A388
CZ7002,7:00:00,9:40:00,60,JNH,T1,KWE,T3,CZ,B737
CZ4963,7:00:00,9:20:00,50,CKG,T2,FOC,T1,CZ,A319
CZ9105,8:00:00,9:55:00,60,CTU,T1,CSX,T2,CZ,B772
CZ4825,8:05:00,9:45:00,50,TFU,T2,CGO,T1,CZ,A21N
CZ3465,8:10:00,10:35:00,60,SZX,T3,CKG,T3,CZ,B788
CZ1782,8:35:00,9:45:00,60,JHG,T1,LJG,T3,CZ,C919
CZ11,7:35:00,9:45:00,60,PVG,T1,YKH,T1,CZ,B789
CZ1955,7:55:00,10:25:00,50,CTU,T3,PKX,T3,CZ,A333
CZ35,8:45:00,10:50:00,60,PVG,T2,XMN,T2,CZ,B737
CZ4451,8:25:00,10:15:00,50,HGH,T1,XMN,T2,CZ,A333
CZ4160,8:10:00,10:20:00,50,HGH,T3,TSN,T1,CZ,B788
CZ9173,8:15:00,10:30:00,50,CTU,T1,TNA,T2,CZ,A333
CZ9317,7:55:00,10:30:00,60,CTU,T1,SZX,T1,CZ,B772
CZ4919,7:55:00,10:20:00,50,CKG,T2,SWA,T1,CZ,AJ27
CZ4877,8:25:00,10:35:00,50,TFU,T1,HFE,T2,CZ,A20N
CZ9355,7:55:00,10:20:00,60,TFU,T2,HAK,T1,CZ,A321
CZ4829,8:25:00,10:20:00,60,TFU,T3,CSX,T1,CZ,C919
CZ1945,7:20:00,9:45:00,60,HGH,T2,PKX,T2,CZ,B788
CZ9343,7:10:00,9:40:00,50,TFU,T3,YNZ,T1,CZ,B738
CZ9191,6:55:00,9:20:00,60,CTU,T3,WUX,T3,CZ,A21N
CZ4933,7:05:00,9:35:00,60,CKG,T3,WNZ,T2,CZ,A388
CZ4284,6:50:00,9:15:00,60,HGH,T1,SZX,T1,CZ,B77W
CZ9113,7:10:00,9:10:00,50,CKG,T3,SZX,T3,CZ,A333
CZ4228,7:00:00,10:05:00,60,HGH,T2,SYX,T1,CZ,B77W
CZ9185,7:15:00,9:40:00,60,CKG,T1,PVG,T3,CZ,A320
CZ9121,7:15:00,9:40:00,50,CKG,T3,PEK,T3,CZ,A332
CZ7161,7:10:00,9:40:00,50,HGH,T3,PEK,T2,CZ,C919
CZ9199,7:00:00,9:20:00,60,CTU,T3,NKG,T3,CZ,A332
CZ9155,7:00:00,9:30:00,50,CTU,T1,HGH,T2,CZ,A332
CZ4444,8:10:00,9:50:00,60,JJN,T1,SHA,T1,CZ,AJ27
CZ7443,9:00:00,10:35:00,60,HSN,T1,JJN,T1,CZ,A320
CZ6219,8:30:00,10:55:00,60,HRB,T1,PKX,T3,CZ,A359
CZ1819,8:45:00,10:25:00,60,FOC,T2,TPE,T3,CZ,A332
CZ6145,8:15:00,10:25:00,50,CGQ,T3,PKX,T3,CZ,A321
CZ3591,8:30:00,10:25:00,60,CGO,T1,PVG,T1,CZ,AJ27
CZ3811,8:15:00,10:05:00,50,CAN,T1,WNZ,T1,CZ,A388
CZ3463,8:15:00,10:25:00,60,CAN,T3,CKG,T2,CZ,B737
CZ3521,8:10:00,10:20:00,60,CAN,T3,HGH,T1,CZ,A359
CZ3513,8:10:00,10:30:00,50,CAN,T3,NKG,T3,CZ,A319
CZ9081,6:55:00,8:45:00,50,CTU,T2,NNG,T2,CZ,A333
CZ6221,8:20:00,10:20:00,50,NNG,T2,XMN,T3,CZ,A319
CZ3578,8:15:00,10:40:00,60,NKG,T3,SZX,T3,CZ,A21N
CZ7145,6:50:00,8:55:00,60,CAN,T2,ENH,T2,CZ,A332
CZ7083,8:40:00,10:15:00,50,DLC,T1,XUZ,T2,CZ,A359
CZ6163,8:15:00,10:25:00,60,DLC,T2,PVG,T1,CZ,B772
CZ9056,8:30:00,9:50:00,50,DLU,T3,CTU,T3,CZ,B789
CZ4945,6:55:00,8:55:00,50,CKG,T3,ZUH,T3,CZ,A321
CZ9349,7:15:00,8:50:00,50,TFU,T1,LHW,T1,CZ,A332
CZ6703,8:10:00,10:20:00,50,YIW,T1,ZUH,T2,CZ,C919
CZ3117,8:10:00,10:05:00,50,WUH,T3,PKX,T1,CZ,A320
CZ6823,8:25:00,9:45:00,60,URC,T1,YIN,T3,CZ,B77W
CZ6877,8:10:00,10:15:00,50,URC,T1,QSZ,T2,CZ,B738
CZ1,7:00:00,9:50:00,60,PVG,T2,XIY,T2,CZ,A319
CZ68,6:40:00,9:20:00,60,PVG,T1,ZUH,T3,CZ,A321
CZ33,6:35:00,9:55:00,60,PVG,T2,LHW,T1,CZ,B772
CZ195,6:40:00,8:55:00,60,CAN,T2,SHA,T3,CZ,C919
CZ3713,8:00:00,9:30:00,50,CAN,T2,JJN,T3,CZ,A319
CZ3523,8:00:00,10:20:00,50,CAN,T1,SHA,T3,CZ,A359
CZ5485,7:55:00,10:15:00,50,CAN,T3,CGO,T3,CZ,A320
CZ3257,7:40:00,10:05:00,50,CAN,T3,XUZ,T1,CZ,B738
CZ3727,7:35:00,9:30:00,60,CAN,T2,YIW,T2,CZ,B788
CZ3777,7:30:00,9:30:00,60,CAN,T3,NGB,T3,CZ,A332
CZ3723,7:30:00,8:50:00,50,CAN,T1,XMN,T3,CZ,B789
CZ3199,7:20:00,10:25:00,60,CAN,T3,TAO,T2,CZ,A359
CZ3311,7:15:00,9:10:00,50,CAN,T2,YIH,T2,CZ,A333
CZ3201,7:10:00,9:45:00,50,CAN,T2,XIY,T2,CZ,B738
CZ3354,7:30:00,9:00:00,50,BHY,T1,CAN,T3,CZ,A333
CZ6919,8:00:00,9:30:00,60,AKU,T1,URC,T3,CZ,A359
CZ6317,8:05:00,10:15:00,60,NNG,T3,WUH,T3,CZ,B737
CZ6797,7:45:00,10:30:00,50,NNG,T3,LHW,T2,CZ,A359
CZ8738,7:40:00,9:55:00,50,NGB,T3,SZX,T2,CZ,A321
CZ1942,7:20:00,9:35:00,50,NGB,T1,PKX,T1,CZ,C919
CZ1960,7:50:00,9:40:00,60,NKG,T3,PKX,T3,CZ,A388
CZ142,7:25:00,9:40:00,60,NKG,T1,UYN,T1,CZ,A320
CZ3785,8:00:00,9:45:00,60,KWE,T2,WUH,T3,CZ,B738
CZ3674,7:50:00,9:40:00,60,KWE,T2,SZX,T1,CZ,B789
CZ3661,7:30:00,9:30:00,60,KWE,T2,CAN,T2,CZ,A321
CZ1786,8:05:00,10:00:00,60,KMG,T3,LHW,T3,CZ,A20N
CZ1885,7:50:00,10:15:00,60,KMG,T3,XIY,T1,CZ,C919
CZ7285,7:40:00,9:40:00,50,KMG,T3,WUH,T2,CZ,A332
CZ6810,7:40:00,9:40:00,50,KHG,T3,URC,T1,CZ,A359
CZ6201,7:30:00,9:40:00,50,HRB,T2,PKX,T2,CZ,A21N
CZ6257,7:25:00,10:40:00,60,HRB,T2,PVG,T3,CZ,A20N
CZ217,7:15:00,10:10:00,60,HRB,T3,WUX,T3,CZ,B737
CZ3431,7:40:00,9:40:00,50,HAK,T2,KMG,T1,CZ,A20N
CZ9389,7:25:00,9:50:00,50,HAK,T2,WUH,T2,CZ,AJ27
CZ3366,8:00:00,10:20:00,50,HGH,T2,SZX,T1,CZ,A388
CZ8284,7:20:00,10:50:00,50,HET,T1,SZX,T3,CZ,C919
CZ9299,8:05:00,10:00:00,60,FOC,T2,WUH,T3,CZ,B772
CZ4418,8:00:00,9:30:00,50,FOC,T3,WUX,T2,CZ,A388
CZ4124,7:45:00,10:40:00,50,FOC,T3,TYN,T3,CZ,B788
CZ4010,7:40:00,10:05:00,50,FOC,T2,TNA,T2,CZ,A359
CZ6213,7:25:00,9:40:00,60,DQA,T2,PKX,T2,CZ,A333
CZ6590,7:30:00,8:40:00,50,ENH,T1,WUH,T1,CZ,C919
CZ6439,7:40:00,10:00:00,50,DLC,T3,HGH,T2,CZ,B77W
CZ6125,7:30:00,9:00:00,60,DLC,T2,PKX,T1,CZ,C919
CZ3123,8:00:00,10:25:00,50,CSX,T2,PKX,T3,CZ,A388
CZ4541,7:50:00,9:40:00,60,CSX,T3,XMN,T3,CZ,B737
CZ9273,7:45:00,9:55:00,50,CSX,T3,TNA,T1,CZ,A319
CZ3721,7:45:00,9:50:00,60,CSX,T2,XIY,T1,CZ,A21N
CZ3196,8:00:00,9:30:00,50,BAV,T1,CGO,T1,CZ,A21N
CZ3240,7:30:00,8:50:00,60,CIF,T2,HET,T1,CZ,A333
CZ9413,7:55:00,9:55:00,50,CGQ,T3,TSN,T3,CZ,B737
CZ7065,7:35:00,10:20:00,60,CGQ,T3,NKG,T2,CZ,A320
CZ6545,7:35:00,10:35:00,50,CGQ,T2,HGH,T1,CZ,B789
CZ9415,7:20:00,9:30:00,60,CGQ,T3,TNA,T1,CZ,AJ27
CZ6335,7:20:00,9:50:00,60,CGO,T1,SZX,T1,CZ,B789
CZ1480,7:40:00,10:30:00,60,PKX,T3,ZYI,T3,CZ,B788
CZ8959,7:45:00,9:55:00,60,YIW,T1,PKX,T3,CZ,A320
CZ1934,8:00:00,10:25:00,60,XNN,T2,PKX,T3,CZ,A20N
CZ1964,7:50:00,9:50:00,50,WUX,T2,PKX,T3,CZ,B737
CZ7025,7:55:00,9:45:00,60,WNZ,T2,WUH,T3,CZ,A320
CZ6821,7:20:00,8:50:00,60,URC,T2,YIN,T3,CZ,A21N
CZ4089,7:15:00,10:05:00,60,TSN,T1,XMN,T2,CZ,B77W
CZ9497,8:05:00,10:10:00,60,TAO,T2,WNZ,T3,CZ,A332
CZ8797,7:50:00,10:50:00,50,SZX,T2,TNA,T2,CZ,B789
CZ7134,10:50:00,13:45:00,50,JNH,T1,CKG,T2,CZ,A20N
CZ4227,12:20:00,14:25:00,50,CAN,T3,HGH,T3,CZ,B737
CZ9381,8:10:00,9:10:00,50,HRB,T2,LDS,T3,CZ,A321
CZ9109,7:30:00,8:30:00,50,XIC,T2,CTU,T2,CZ,C919
CZ1928,7:30:00,9:30:00,50,PKX,T3,HGH,T2,CZ,A332
CZ6657,7:15:00,9:25:00,50,PKX,T2,HRB,T1,CZ,A20N
CZ3330,7:10:00,8:20:00,50,ZHA,T2,CAN,T3,CZ,B772
CZ4212,7:30:00,9:05:00,60,XMN,T2,CAN,T3,CZ,A320
CZ4546,7:25:00,9:15:00,60,XMN,T2,KWL,T3,CZ,A359
CZ4276,7:10:00,9:15:00,60,XMN,T1,NNG,T1,CZ,A333
CZ6647,7:40:00,9:20:00,50,WUH,T2,NGB,T1,CZ,AJ27
CZ3895,7:30:00,8:45:00,60,SWA,T2,CAN,T2,CZ,A320
CZ6195,7:20:00,9:20:00,50,SWA,T1,KWE,T2,CZ,A333
CZ6253,8:05:00,9:25:00,60,SZX,T3,HAK,T2,CZ,A359
CZ6337,7:15:00,9:10:00,60,DLC,T3,NKG,T1,CZ,C919
CZ7115,6:40:00,8:55:00,50,SZX,T1,ENH,T1,CZ,B77W
CZ1920,7:00:00,9:10:00,50,PKX,T3,KHN,T1,CZ,B77W
CZ3958,7:05:00,9:35:00,50,YTY,T2,CAN,T1,CZ,C919
CZ4731,7:05:00,8:50:00,60,YBP,T2,CSX,T3,CZ,A388
CZ6282,6:30:00,8:50:00,60,XUZ,T2,CAN,T3,CZ,A359
CZ4152,6:35:00,9:00:00,50,XMN,T3,CGO,T1,CZ,A320
CZ9483,7:05:00,8:35:00,60,TAO,T3,HFE,T2,CZ,B788
CZ5861,7:00:00,9:35:00,50,SZX,T2,CTU,T1,CZ,B77W
CZ6731,7:00:00,8:50:00,50,SYX,T1,CAN,T3,CZ,B737
CZ3977,6:50:00,8:20:00,60,SYX,T2,SZX,T3,CZ,A321
CZ4047,6:55:00,9:25:00,50,SHE,T1,HGH,T3,CZ,A359
CZ7076,6:40:00,9:00:00,60,SHE,T1,XUZ,T3,CZ,B737
CZ9271,6:20:00,8:50:00,60,SHE,T1,CGO,T2,CZ,A388
CZ6521,7:00:00,9:00:00,60,DLC,T1,PVG,T1,CZ,A332
CZ9241,6:40:00,9:05:00,50,CTU,T1,HET,T1,CZ,B788
CZ9057,6:25:00,7:50:00,50,CTU,T2,KMG,T2,CZ,A321
CZ9249,6:10:00,8:25:00,60,CTU,T2,LXA,T3,CZ,B789
CZ3533,7:00:00,9:20:00,50,CAN,T1,SHA,T3,CZ,AJ27
CZ9098,6:55:00,9:05:00,50,CAN,T1,CKG,T1,CZ,B77W
CZ9301,7:15:00,9:10:00,60,FOC,T3,WUH,T3,CZ,A20N
CZ1930,7:30:00,9:45:00,50,PKX,T3,NGB,T2,CZ,B788
CZ6591,7:35:00,9:40:00,50,SZX,T2,NGB,T2,CZ,A321
CZ16,17:30:00,20:20:00,50,TFU,T1,PVG,T1,CZ,A20N
CZ7164,18:25:00,20:10:00,60,SHS,T1,HGH,T1,CZ,B789
CZ1957,18:00:00,20:15:00,60,PVG,T1,PKX,T2,CZ,B737
CZ37,18:15:00,20:05:00,60,SHA,T1,XMN,T2,CZ,A388
CZ4391,18:10:00,20:00:00,60,SHA,T1,XMN,T3,CZ,A320
CZ210,17:50:00,20:10:00,60,SHA,T3,SZX,T1,CZ,B772
CZ4917,15:00:00,17:35:00,60,TFU,T2,PVG,T1,CZ,B788
CZ1916,18:05:00,20:25:00,50,PKX,T2,HGH,T1,CZ,A332
CZ4960,17:35:00,20:05:00,50,XMN,T3,CKG,T2,CZ,B772
CZ9017,16:35:00,18:25:00,60,BZX,T3,TNA,T3,CZ,A320
CZ1974,17:15:00,19:30:00,60,SHA,T3,PKX,T2,CZ,A359
CZ9142,17:40:00,20:30:00,50,PEK,T3,CTU,T1,CZ,B788
CZ9076,16:40:00,18:55:00,60,SZX,T3,CTU,T2,CZ,A333
CZ4322,17:15:00,19:50:00,60,XMN,T2,KWE,T1,CZ,B788
CZ4429,17:55:00,19:35:00,50,SHA,T2,FOC,T2,CZ,B77W
CZ4365,17:30:00,20:05:00,50,CKG,T3,HGH,T3,CZ,A332
CZ4120,17:00:00,20:00:00,50,XMN,T2,PKX,T3,CZ,A320
CZ4166,16:40:00,19:35:00,60,XMN,T1,XIY,T3,CZ,B772
CZ120,15:45:00,18:40:00,60,PVG,T3,CKG,T1,CZ,B737
CZ9090,17:00:00,19:10:00,60,CAN,T1,CTU,T1,CZ,B772
CZ9116,16:30:00,19:05:00,50,SZX,T1,CKG,T2,CZ,C919
CZ165,18:20:00,20:05:00,60,NKG,T2,DLC,T1,CZ,B789
CZ215,17:40:00,19:35:00,50,XIY,T1,KWE,T3,CZ,B737
CZ9022,15:30:00,16:55:00,60,CKG,T2,KMG,T3,CZ,B738
CZ4452,16:20:00,18:00:00,60,XMN,T1,HGH,T2,CZ,B789
CZ4765,15:20:00,18:40:00,50,TFU,T2,URC,T3,CZ,C919
CZ4043,17:35:00,20:05:00,60,TNA,T3,FOC,T3,CZ,B788
CZ4504,18:15:00,20:25:00,50,FOC,T3,HAK,T2,CZ,B788
CZ48,16:15:00,19:25:00,50,SHA,T3,SYX,T3,CZ,A388
CZ4065,15:55:00,18:55:00,60,PKX,T1,FOC,T1,CZ,B789
CZ1472,15:15:00,18:40:00,50,PKX,T2,KMG,T3,CZ,A359
CZ4320,15:40:00,18:50:00,50,XMN,T1,KMG,T1,CZ,B788
CZ8540,17:55:00,20:40:00,50,TFU,T1,SWA,T1,CZ,A21N
CZ1449,18:50:00,20:30:00,60,FOC,T3,NTG,T1,CZ,B737
CZ4468,7:10:00,8:55:00,60,JJN,T1,WUH,T1,CZ,A320
CZ6134,7:40:00,8:55:00,60,PKX,T3,DLC,T2,CZ,A333
CZ222,7:10:00,9:00:00,50,WUX,T1,CSX,T3,CZ,B788
CZ4961,6:50:00,8:55:00,50,CKG,T1,CZX,T2,CZ,A359
CZ9481,6:50:00,8:35:00,60,TAO,T2,CGQ,T3,CZ,B788
CZ9493,6:40:00,8:45:00,60,TAO,T1,CGO,T2,CZ,A320
CZ6443,6:40:00,8:00:00,50,SZX,T2,HAK,T3,CZ,B789
CZ118,6:40:00,8:55:00,60,SHA,T3,TYN,T1,CZ,A388
CZ8554,6:30:00,8:55:00,60,LYA,T2,SZX,T3,CZ,A388
CZ1877,6:50:00,8:50:00,60,KMG,T2,ZUH,T3,CZ,B772
CZ4014,7:05:00,9:20:00,60,JJN,T3,CGO,T3,CZ,A359
CZ4424,6:40:00,8:10:00,60,JJN,T3,HSN,T2,CZ,A21N
CZ9055,6:30:00,7:45:00,60,CTU,T2,DLU,T2,CZ,A359
CZ6748,6:25:00,8:10:00,50,CAN,T2,SYX,T1,CZ,B77W
CZ9044,9:50:00,11:35:00,50,LZY,T2,CTU,T1,CZ,B77W
CZ4102,10:00:00,12:05:00,50,HGH,T3,PKX,T1,CZ,A332
CZ7118,10:50:00,13:15:00,50,CKG,T2,HGH,T3,CZ,B789
CZ4359,10:30:00,12:40:00,60,CKG,T3,HGH,T2,CZ,B772
CZ9263,8:50:00,10:45:00,60,TFU,T1,CGO,T1,CZ,B77W
CZ1925,10:15:00,12:20:00,60,SHA,T1,PKX,T2,CZ,A333
CZ4383,10:10:00,11:55:00,50,SHA,T3,XMN,T1,CZ,A320
CZ9137,9:30:00,12:15:00,50,CTU,T1,PEK,T1,CZ,A321
CZ9303,9:15:00,12:00:00,50,CTU,T3,XMN,T3,CZ,A319
CZ1902,9:05:00,11:20:00,50,PVG,T2,PKX,T2,CZ,A332
CZ9160,9:00:00,11:55:00,60,HGH,T1,CTU,T2,CZ,A20N
CZ9331,8:55:00,11:40:00,60,CTU,T2,HGH,T3,CZ,C919
CZ4082,9:00:00,11:55:00,50,XMN,T3,PKX,T2,CZ,B789
CZ4609,8:45:00,11:45:00,50,HGH,T3,KMG,T1,CZ,B737
CZ9106,10:55:00,12:55:00,60,CSX,T1,CTU,T3,CZ,AJ27
CZ45,10:45:00,12:45:00,50,CSX,T3,PVG,T3,CZ,B788
CZ4361,8:05:00,10:25:00,50,CKG,T1,HGH,T2,CZ,A332
CZ1482,8:30:00,10:35:00,60,PKX,T2,NZL,T1,CZ,A320
CZ9275,9:20:00,10:40:00,50,HRB,T2,JGD,T3,CZ,B738
CZ4348,10:10:00,12:40:00,60,HGH,T3,KWE,T2,CZ,B77W
CZ4287,11:00:00,12:30:00,50,CAN,T1,JJN,T2,CZ,A332
CZ9297,9:05:00,12:50:00,50,TFU,T1,HRB,T1,CZ,A319
CZ4180,9:15:00,12:15:00,60,HGH,T3,LHW,T3,CZ,B737
CZ9429,10:05:00,12:10:00,60,HRB,T3,YNT,T3,CZ,C919
