flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
FM4205,17:05:00,20:13:00,90,LXA,T3,PVG,T2,FM,A319
FM4229,19:40:00,23:48:00,60,PVG,T2,YTY,T1,FM,A321
FM4260,07:15:00,09:08:00,60,WEH,T2,KWL,T3,FM,A320
FM4263,18:55:00,22:27:00,70,JJN,T3,DLC,T2,FM,B738
FM4299,18:20:00,22:57:00,70,SZX,T1,HIA,T1,FM,B738
FM4301,09:00:00,12:11:00,90,KMG,T2,TAO,T2,FM,B738
FM4304,22:05:00,02:14:00,70,HRB,T3,SYX,T1,FM,C919
FM4310,08:55:00,13:45:00,50,SHA,T3,HGH,T3,FM,A332
FM4315,08:05:00,12:06:00,50,PKX,T1,LYA,T2,FM,B789
FM4318,06:20:00,08:02:00,60,SZX,T3,HAK,T3,FM,A319
FM4331,16:25:00,21:24:00,90,LXA,T2,XMN,T2,FM,B738
FM4343,18:25:00,21:57:00,90,XIY,T3,KMG,T1,FM,B738
FM4400,19:30:00,22:19:00,60,CKG,T1,NKG,T2,FM,B789
FM4441,21:05:00,00:07:00,70,CTU,T2,DLC,T1,FM,A320
FM4442,23:05:00,03:03:00,90,SYX,T3,CZX,T1,FM,A320
FM4456,06:35:00,10:04:00,70,HAK,T2,CGO,T3,FM,B738
FM4473,06:10:00,08:09:00,90,CTU,T3,TNA,T2,FM,A320
FM4561,08:50:00,10:36:00,90,KMG,T1,KWL,T2,FM,ARJ21
FM4585,15:25:00,19:08:00,90,LHW,T3,XIY,T2,FM,B738
FM4589,16:10:00,21:01:00,90,CTU,T1,SHE,T1,FM,A319
FM4608,21:20:00,00:27:00,60,SYX,T2,CAN,T2,FM,A321
FM4615,08:55:00,10:50:00,70,CTU,T3,TYN,T2,FM,ARJ21
FM4623,22:50:00,00:52:00,90,PEK,T1,PKX,T3,FM,A359
FM4636,23:35:00,03:06:00,70,PKX,T2,SHE,T2,FM,A321
FM4665,08:55:00,10:19:00,50,XIY,T1,XMN,T3,FM,B738
FM4720,08:35:00,13:11:00,50,HET,T2,SHA,T3,FM,A320
FM4729,08:25:00,12:57:00,60,SZX,T1,PVG,T2,FM,B789
FM4794,06:55:00,11:07:00,50,FOC,T1,TFU,T2,FM,A320
FM4808,12:00:00,16:20:00,60,CGO,T1,INC,T1,FM,B738
FM4851,17:00:00,22:05:00,90,HAK,T1,CSX,T1,FM,B738
FM4872,12:05:00,14:55:00,50,KMG,T3,TAO,T2,FM,A321
FM4893,21:15:00,23:46:00,50,SZX,T2,XNN,T1,FM,A319
FM4941,18:10:00,22:49:00,70,TFU,T1,DLC,T1,FM,A320
FM4957,12:40:00,15:30:00,60,YNT,T3,TFU,T1,FM,A319
FM4974,17:40:00,20:07:00,90,TFU,T3,HRB,T1,FM,B738
FM4984,08:30:00,10:32:00,60,TFU,T1,SZX,T1,FM,C919
FM4988,13:45:00,18:04:00,90,XNN,T3,WUX,T2,FM,C919
FM5067,10:40:00,13:25:00,50,SZX,T2,WNZ,T2,FM,ARJ21
FM5078,14:55:00,17:35:00,70,SZX,T2,HAK,T1,FM,B789
FM5099,14:05:00,18:44:00,90,CAN,T3,SHE,T2,FM,B738
FM5107,14:25:00,18:14:00,60,SZX,T2,TAO,T3,FM,B738
FM5154,12:55:00,16:04:00,50,PEK,T1,HET,T2,FM,B738
FM5160,18:00:00,20:19:00,70,SHE,T1,CZX,T2,FM,A319
FM5162,17:50:00,21:42:00,70,CSX,T1,PEK,T2,FM,A319
FM5177,10:35:00,13:05:00,50,SZX,T2,YNT,T1,FM,C919
FM5244,20:15:00,23:12:00,70,PKX,T2,URC,T2,FM,A319
FM5251,20:55:00,23:28:00,60,PEK,T2,KHN,T3,FM,C919
FM5266,21:35:00,02:27:00,70,PEK,T3,XMN,T2,FM,A321
FM5324,20:05:00,23:38:00,50,CAN,T2,INC,T2,FM,B738
FM5367,20:25:00,01:19:00,90,PKX,T3,FOC,T1,FM,B789
FM5370,17:50:00,19:27:00,70,CTU,T2,CKG,T3,FM,A320
FM5388,18:50:00,21:50:00,50,KMG,T2,LYA,T2,FM,C919
FM5405,23:05:00,03:02:00,70,CAN,T3,WNZ,T1,FM,C919
FM5457,11:40:00,15:07:00,60,FOC,T3,CSX,T3,FM,ARJ21
FM5462,08:40:00,12:45:00,50,PVG,T3,KWE,T1,FM,A332
FM5496,06:50:00,09:19:00,60,SHA,T2,ZUH,T3,FM,A319
FM5498,21:00:00,23:51:00,70,KMG,T2,TFU,T3,FM,B738
FM5574,21:15:00,01:55:00,90,TFU,T3,LHW,T1,FM,B738
FM5602,08:30:00,12:12:00,70,PVG,T3,ZUH,T3,FM,A319
FM5645,20:00:00,22:16:00,70,HGH,T2,XIY,T3,FM,B738
FM5691,21:05:00,00:37:00,50,LXA,T3,HUZ,T3,FM,A321
FM5693,17:55:00,20:01:00,90,XIY,T3,KHN,T1,FM,ARJ21
FM5728,18:30:00,21:57:00,50,WUX,T1,CKG,T1,FM,A321
FM5743,13:35:00,15:37:00,60,PKX,T3,WEH,T3,FM,B738
FM5744,08:25:00,12:33:00,50,KHN,T2,XIY,T3,FM,A321
FM5769,19:10:00,21:03:00,70,SHA,T2,CKG,T3,FM,A359
FM5777,15:35:00,19:09:00,70,KMG,T3,HAK,T3,FM,B738
FM5782,15:30:00,20:35:00,90,KMG,T2,DLC,T1,FM,A319
FM5787,06:35:00,11:38:00,60,ZUH,T1,SHE,T1,FM,C919
FM5820,14:40:00,16:52:00,70,PKX,T2,KHN,T1,FM,ARJ21
FM5822,10:35:00,12:56:00,60,TFU,T2,HAK,T3,FM,C919
FM5841,08:55:00,11:39:00,50,CTU,T1,HET,T2,FM,A333
FM5854,13:45:00,18:22:00,60,XIY,T2,TAO,T1,FM,A320
FM5863,17:25:00,22:13:00,70,PVG,T2,TAO,T2,FM,B738
FM5882,16:10:00,19:54:00,60,SHA,T1,XUZ,T1,FM,ARJ21
FM5886,19:55:00,00:30:00,90,PVG,T1,HET,T1,FM,A319
FM5891,17:30:00,20:15:00,60,TFU,T2,WUH,T2,FM,ARJ21
FM5908,22:35:00,02:04:00,70,PEK,T2,NGB,T2,FM,A321
FM5910,09:50:00,12:05:00,60,SZX,T1,WUX,T2,FM,ARJ21
FM5915,16:55:00,21:05:00,50,XIY,T2,CAN,T2,FM,ARJ21
FM5916,15:00:00,16:34:00,50,PKX,T2,PVG,T3,FM,A319
FM5961,10:45:00,14:58:00,60,SHA,T3,KHN,T1,FM,A320
FM6056,08:20:00,10:05:00,60,CAN,T3,SYX,T1,FM,A333
FM6095,15:30:00,18:46:00,60,CTU,T2,TYN,T3,FM,B738
FM6140,22:05:00,23:59:00,60,NKG,T1,KWE,T3,FM,A359
FM6149,16:20:00,19:17:00,50,PKX,T3,NKG,T1,FM,ARJ21
FM6183,13:40:00,15:40:00,70,PVG,T3,CZX,T1,FM,ARJ21
FM6209,19:05:00,22:26:00,90,KMG,T3,HGH,T2,FM,A321
FM6260,16:55:00,21:49:00,90,KWL,T1,TSN,T2,FM,A333
FM6294,11:20:00,15:11:00,90,PKX,T3,HIA,T1,FM,C919
FM6312,23:25:00,02:38:00,90,PVG,T1,CTU,T3,FM,A320
FM6325,20:25:00,22:56:00,50,CAN,T3,WUX,T3,FM,A320
FM6364,11:50:00,15:10:00,50,CAN,T3,ZUH,T3,FM,A332
FM6385,10:20:00,12:04:00,60,PVG,T3,TYN,T3,FM,A359
FM6386,14:05:00,17:59:00,60,PKX,T1,CKG,T1,FM,ARJ21
FM6408,23:30:00,01:34:00,90,TFU,T3,NTG,T1,FM,A321
FM6429,20:25:00,22:15:00,90,DLC,T1,CKG,T3,FM,B738
FM6456,23:30:00,02:34:00,90,HFE,T1,SHE,T3,FM,A320
FM6470,09:40:00,14:21:00,70,SHA,T3,HIA,T3,FM,A320
FM6510,06:45:00,10:58:00,90,PVG,T1,CZX,T1,FM,A359
FM6516,10:55:00,15:37:00,90,KMG,T1,LYA,T1,FM,A320
FM6527,16:10:00,19:01:00,70,KHN,T3,WUX,T2,FM,B738
FM6546,13:25:00,17:47:00,60,PKX,T3,NNG,T3,FM,A321
FM6548,08:35:00,11:22:00,90,PKX,T3,ZUH,T2,FM,A320
FM6560,16:50:00,19:51:00,70,NTG,T3,CSX,T3,FM,C919
FM6607,06:40:00,11:48:00,60,XUZ,T2,CKG,T2,FM,B738
FM6628,10:45:00,14:29:00,90,KWL,T3,XNN,T2,FM,C919
FM6645,15:20:00,19:09:00,70,WUH,T1,SHE,T2,FM,C919
FM6664,12:20:00,15:18:00,70,KMG,T3,NGB,T3,FM,B738
FM6672,07:30:00,12:24:00,90,CAN,T3,WEH,T1,FM,A321
FM6708,10:50:00,14:22:00,70,SHA,T3,TSN,T3,FM,B738
FM6726,14:15:00,17:17:00,90,WUH,T1,PEK,T2,FM,A333
FM6753,13:30:00,16:46:00,50,SHA,T3,DLC,T2,FM,A320
FM6766,21:10:00,23:12:00,60,PEK,T1,DLC,T2,FM,A359
FM6805,10:20:00,15:20:00,50,PKX,T1,DLC,T3,FM,A359
FM6842,12:00:00,14:25:00,90,SZX,T2,NNG,T3,FM,A321
FM6885,17:25:00,22:14:00,70,ZUH,T3,NTG,T3,FM,B738
FM6962,13:30:00,17:51:00,70,PEK,T1,YTY,T1,FM,ARJ21
FM7041,14:50:00,18:42:00,90,CTU,T3,LHW,T1,FM,A321
FM7044,07:25:00,09:48:00,90,PKX,T2,FOC,T3,FM,A320
FM7050,12:40:00,14:12:00,50,CAN,T2,CZX,T3,FM,A320
FM7062,14:20:00,18:06:00,50,KMG,T2,SZX,T2,FM,A321
FM7063,18:15:00,21:50:00,70,HUZ,T1,TNA,T3,FM,C919
FM7100,15:45:00,20:06:00,60,PKX,T2,JJN,T3,FM,A319
FM7104,12:55:00,17:56:00,70,PVG,T3,HUZ,T3,FM,A320
FM7116,19:00:00,23:17:00,50,XIY,T3,LXA,T1,FM,A321
FM7153,14:35:00,18:18:00,60,HFE,T1,NGB,T3,FM,C919
FM7187,18:35:00,21:51:00,60,SZX,T2,CGO,T1,FM,C919
FM7205,22:10:00,00:03:00,60,CTU,T3,NTG,T2,FM,A321
FM7207,07:35:00,10:54:00,70,CTU,T2,PEK,T2,FM,A321
FM7208,18:55:00,20:48:00,70,CGO,T2,CZX,T2,FM,B738
FM7228,06:00:00,08:25:00,50,SHA,T1,KHN,T1,FM,B789
FM7237,12:40:00,14:04:00,50,KMG,T1,KWE,T3,FM,ARJ21
FM7250,20:30:00,23:02:00,70,XUZ,T3,HAK,T3,FM,A321
FM7278,22:05:00,02:41:00,90,HAK,T2,TAO,T3,FM,A359
FM7316,19:05:00,22:58:00,50,XIY,T1,URC,T2,FM,A333
FM7328,16:20:00,18:55:00,90,SHA,T1,LXA,T2,FM,A320
FM7343,18:40:00,20:22:00,60,HFE,T2,LHW,T1,FM,B738
FM7407,16:20:00,19:08:00,50,SZX,T1,CKG,T3,FM,A321
FM7426,15:30:00,18:07:00,60,HGH,T2,NGB,T2,FM,C919
FM7432,09:00:00,10:44:00,50,CTU,T3,CAN,T1,FM,A319
FM7439,13:00:00,15:26:00,90,KMG,T1,FOC,T2,FM,A320
FM7499,23:35:00,02:14:00,70,XIY,T1,CTU,T3,FM,A359
FM7500,10:15:00,13:38:00,90,TFU,T1,HFE,T2,FM,A321
FM7523,08:05:00,12:46:00,70,WEH,T1,LHW,T2,FM,A332
FM7541,14:50:00,19:50:00,60,FOC,T3,XMN,T2,FM,A319
FM7545,11:10:00,14:45:00,60,CAN,T2,HFE,T3,FM,A321
FM7553,18:05:00,22:34:00,50,TFU,T3,SHE,T1,FM,A319
FM7556,09:00:00,12:55:00,90,PEK,T3,LYA,T2,FM,A319
FM7560,13:20:00,17:54:00,70,SZX,T1,LYA,T3,FM,ARJ21
FM7583,16:40:00,20:05:00,50,PEK,T2,LHW,T1,FM,A319
FM7614,13:05:00,18:06:00,60,SHA,T2,WUH,T2,FM,B789
FM7641,15:45:00,18:03:00,70,PKX,T2,LXA,T2,FM,A320
FM7668,07:45:00,11:40:00,90,CTU,T2,SHE,T2,FM,A321
FM7689,06:10:00,10:29:00,90,SHA,T3,XMN,T1,FM,B738
FM7707,23:10:00,03:31:00,60,TSN,T3,SYX,T3,FM,A319
FM7722,15:15:00,16:57:00,70,TFU,T1,WUX,T2,FM,ARJ21
FM7727,18:40:00,20:51:00,60,KMG,T1,LYA,T1,FM,A319
FM7731,09:30:00,11:36:00,60,TFU,T1,WNZ,T3,FM,ARJ21
FM7750,19:15:00,23:20:00,90,NTG,T2,ZUH,T1,FM,A321
FM7753,08:10:00,09:48:00,60,KMG,T1,KWE,T2,FM,C919
FM7788,09:25:00,12:55:00,60,TFU,T1,KMG,T2,FM,A320
FM7794,12:25:00,16:03:00,70,TFU,T2,INC,T1,FM,C919
FM7837,17:20:00,19:55:00,60,SHA,T1,KWL,T3,FM,A359
FM7867,08:40:00,11:05:00,70,KMG,T3,WNZ,T1,FM,A319
FM7887,15:15:00,18:03:00,70,PKX,T2,KMG,T1,FM,A321
FM7904,11:30:00,13:53:00,90,HRB,T3,LHW,T2,FM,A320
FM7906,19:45:00,22:31:00,70,TFU,T1,KMG,T3,FM,C919
FM7912,07:40:00,12:39:00,90,PVG,T2,WUH,T2,FM,B789
FM7922,21:25:00,00:45:00,70,PVG,T3,CAN,T1,FM,B738
FM7927,23:30:00,04:15:00,90,PKX,T1,XUZ,T3,FM,A321
FM7931,13:50:00,17:07:00,70,SYX,T3,WEH,T1,FM,C919
FM7940,18:00:00,20:07:00,60,CAN,T2,CGO,T2,FM,ARJ21
FM7961,07:45:00,10:24:00,70,XIY,T2,HUZ,T2,FM,C919
FM8031,19:15:00,23:31:00,60,PEK,T3,SZX,T1,FM,A320
FM8042,16:55:00,20:33:00,50,CGO,T2,XIY,T3,FM,C919
FM8064,22:40:00,00:56:00,60,TYN,T1,FOC,T1,FM,A319
FM8070,20:40:00,23:55:00,60,CSX,T1,NTG,T3,FM,A321
FM8105,07:45:00,12:23:00,50,YTY,T2,KWL,T1,FM,A321
FM8112,19:30:00,23:52:00,90,PKX,T3,NNG,T3,FM,B738
FM8192,14:25:00,18:20:00,70,SZX,T1,HET,T1,FM,B738
FM8197,09:15:00,11:41:00,90,PKX,T1,TYN,T3,FM,B738
FM8225,15:20:00,17:59:00,50,KMG,T1,HET,T1,FM,ARJ21
FM8234,12:50:00,15:05:00,70,CTU,T3,HIA,T3,FM,B738
FM8282,16:05:00,19:51:00,60,HRB,T3,CGO,T1,FM,A319
FM8293,07:45:00,09:41:00,70,DLC,T2,HET,T3,FM,B738
FM8349,13:40:00,17:52:00,70,YNT,T3,FOC,T2,FM,A320
FM8357,17:20:00,22:13:00,90,CTU,T1,HET,T1,FM,A320
FM8373,20:00:00,22:48:00,90,KWL,T3,WNZ,T2,FM,A320
FM8394,13:15:00,18:02:00,50,SHA,T3,TFU,T1,FM,B789
FM8423,10:45:00,14:28:00,70,XIY,T2,CSX,T2,FM,ARJ21
FM8432,22:55:00,02:52:00,60,KMG,T3,SHE,T2,FM,A321
FM8440,12:45:00,14:53:00,50,TSN,T3,CZX,T3,FM,B738
FM8443,13:55:00,15:00:00,60,SZX,T2,SHE,T1,FM,A359
FM8456,17:55:00,21:47:00,60,XIY,T1,CAN,T3,FM,A320
FM8471,18:10:00,22:53:00,70,NNG,T1,SZX,T2,FM,B738
FM8473,10:35:00,15:30:00,60,TFU,T1,HIA,T3,FM,ARJ21
FM8504,14:05:00,17:25:00,90,PVG,T2,NNG,T1,FM,A321
FM8606,19:45:00,21:04:00,90,CKG,T1,CTU,T1,FM,A320
FM8671,12:50:00,15:21:00,70,KMG,T1,XMN,T2,FM,ARJ21
