city_name,iata_code,distance
盘锦,SHE,160
盘锦,DLC,250
铁岭,SHE,80
铁岭,CGQ,230
铁岭,YKH,230
朝阳,CDE,210
朝阳,YKH,260
朝阳,SHE,300
葫芦岛,YKH,190
葫芦岛,CDE,230
葫芦岛,SHE,280
葫芦岛,TSN,300
七台河,JMU,160
七台河,JSJ,180
七台河,FYJ,280
七台河,HRB,300
三门峡,LYA,140
三门峡,YCU,140
三门峡,XIY,230
三门峡,CGO,260
上饶,SQD,0
上饶,JDZ,170
上饶,WUS,180
上饶,HGH,300
临汾,LFQ,0
临汾,YCU,150
临汾,CIH,190
临汾,TYN,260
九江,KHN,130
九江,JDZ,180
九江,AQG,220
九江,HFE,300
亳州,FUG,130
亳州,XUZ,210
亳州,CGO,230
亳州,HFE,300
伊春,LDS,0
伊春,JMU,210
伊春,HRB,280
伊春,FYJ,300
佳木斯,FYJ,0
佳木斯,JMU,0
佳木斯,JSJ,0
佳木斯,LDS,210
佳木斯,HRB,300
信阳,WUH,190
信阳,NNY,230
信阳,FUG,240
信阳,CGO,300
六安,HFE,80
六安,AQG,190
六安,FUG,190
六安,WUH,260
十堰,WDS,0
十堰,XFN,180
十堰,NNY,260
十堰,YIH,300
南昌,KHN,0
南昌,JDZ,190
南昌,YIC,190
南昌,JGS,260
南阳,NNY,0
南阳,XFN,180
南阳,LYA,220
南阳,WUH,300
双鸭山,JMU,80
双鸭山,JSJ,140
双鸭山,FYJ,260
双鸭山,HRB,300
合肥,HFE,0
合肥,AQG,170
合肥,NKG,170
合肥,FUG,220
吉安,JGS,0
吉安,YIC,150
吉安,KOW,180
吉安,KHN,220
吉林,YNJ,0
吉林,CGQ,110
吉林,TNH,220
吉林,HRB,280
吕梁,LLV,0
吕梁,TYN,170
吕梁,LFQ,220
吕梁,UYN,240
周口,FUG,160
周口,CGO,180
周口,NNY,240
周口,WUH,280
咸宁,WUH,100
咸宁,CSX,240
咸宁,KHN,240
哈尔滨,HRB,0
哈尔滨,DQA,160
哈尔滨,NDG,280
哈尔滨,JMU,300
商丘,FUG,180
商丘,XUZ,180
商丘,CGO,200
商丘,TNA,260
四平,CGQ,130
四平,YSQ,170
四平,SHE,210
四平,TNH,280
大同,ZQZ,220
大同,HET,260
大同,TYN,280
大同,SJW,300
大庆,DQA,0
大庆,HRB,150
大庆,NDG,160
大庆,YSQ,260
太原,TYN,0
太原,LLV,150
太原,CIH,230
太原,LFQ,250
娄底,CSX,130
娄底,HNY,160
娄底,WGN,180
娄底,CGD,220
孝感,WUH,80
孝感,XFN,250
孝感,CGO,300
安庆,AQG,0
安庆,JUH,90
安庆,HFE,170
安庆,KHN,260
安阳,HDG,70
安阳,CGO,210
安阳,TNA,230
安阳,SJW,270
恩施,ENH,0
恩施,YIH,130
宜昌,YIH,0
宜昌,SHS,130
宜昌,ENH,190
宜昌,XFN,260
宜昌,WUH,300
宜春,YIC,0
宜春,JGS,160
宜春,CSX,170
宜春,KHN,190
宣城,NKG,130
宣城,JUH,160
宣城,HGH,180
宣城,HFE,220
宿州,XUZ,90
宿州,FUG,180
宿州,HIA,220
宿州,HFE,260
岳阳,CSX,150
岳阳,CGD,170
岳阳,WUH,230
岳阳,SHS,260
常德,CGD,0
常德,DYG,160
常德,CSX,180
常德,SHS,220
平顶山,CGO,140
平顶山,LYA,160
平顶山,NNY,160
平顶山,WUH,300
开封,CGO,70
开封,LYA,180
开封,HDG,260
开封,TNA,280
张家界,DYG,0
张家界,CGD,160
张家界,TEN,240
张家界,ZYI,300
忻州,TYN,90
忻州,LLV,220
忻州,HET,300
忻州,ZQZ,300
怀化,TEN,180
怀化,DYG,220
怀化,WGN,260
怀化,KWL,300
抚州,KHN,120
抚州,SQD,180
抚州,JDZ,220
抚州,JGS,220
新乡,CGO,100
新乡,HDG,150
新乡,LYA,240
新乡,TNA,300
新余,YIC,80
新余,KHN,160
新余,JGS,180
晋中,TYN,40
晋中,LLV,170
晋中,CIH,220
晋中,LFQ,220
晋城,CIH,90
晋城,LYA,140
晋城,CGO,170
晋城,YCU,250
景德镇,JDZ,0
景德镇,SQD,160
景德镇,KHN,190
景德镇,AQG,260
朔州,TYN,190
朔州,HET,240
朔州,LLV,260
朔州,ZQZ,260
松原,YSQ,0
松原,CGQ,170
松原,DQA,170
松原,HRB,180
株洲,CSX,60
株洲,HNY,130
株洲,YIC,190
株洲,WGN,260
武汉,WUH,0
武汉,SHS,220
武汉,CSX,300
武汉,YIH,300
永州,HNY,140
永州,KWL,220
永州,WGN,250
永州,CSX,280
池州,JUH,0
池州,AQG,80
池州,HFE,180
池州,NKG,210
洛阳,LYA,0
洛阳,CGO,140
洛阳,YCU,180
洛阳,XIY,300
淮北,XUZ,80
淮北,FUG,180
淮北,HFE,260
淮北,CGO,300
淮南,HFE,100
淮南,FUG,160
淮南,NKG,220
湘潭,CSX,70
湘潭,HNY,150
湘潭,YIC,180
湘潭,CGD,210
滁州,NKG,70
滁州,HFE,150
滁州,HIA,170
滁州,FUG,260
漯河,CGO,150
漯河,NNY,200
漯河,FUG,250
漯河,WUH,300
濮阳,HDG,170
濮阳,TNA,180
濮阳,CGO,220
焦作,CGO,100
焦作,LYA,130
焦作,HDG,190
牡丹江,HRB,300
牡丹江,JMU,300
牡丹江,JSJ,300
白城,YSQ,210
白城,NDG,230
白城,DQA,260
白城,CGQ,300
白山,TNH,90
白山,YNJ,210
白山,CGQ,300
益阳,CSX,90
益阳,CGD,120
益阳,HNY,230
益阳,DYG,260
绥化,HRB,120
绥化,DQA,190
绥化,LDS,250
绥化,JMU,300
芜湖,NKG,90
芜湖,HFE,150
芜湖,JUH,150
芜湖,AQG,240
荆州,SHS,0
荆州,YIH,120
荆州,WUH,220
荆州,CSX,280
荆门,YIH,120
荆门,SHS,130
荆门,XFN,150
荆门,WUH,230
萍乡,YIC,130
萍乡,CSX,150
萍乡,HNY,260
萍乡,KHN,260
蚌埠,HFE,130
蚌埠,FUG,180
蚌埠,XUZ,180
蚌埠,NKG,200
衡阳,HNY,0
衡阳,CSX,170
衡阳,WGN,200
衡阳,KWL,300
襄阳,XFN,0
襄阳,NNY,140
襄阳,WDS,180
襄阳,YIH,250
许昌,CGO,70
许昌,LYA,190
许昌,NNY,230
赣州,KOW,0
赣州,JGS,180
赣州,HSC,300
赣州,XMN,300
辽源,CGQ,160
辽源,TNH,170
辽源,SHE,240
运城,YCU,0
运城,LFQ,150
运城,LYA,190
运城,XIY,240
通化,TNH,0
通化,CGQ,250
通化,SHE,260
通化,YNJ,280
邵阳,WGN,0
邵阳,HNY,180
邵阳,CSX,260
邵阳,KWL,290
郑州,CGO,0
郑州,LYA,140
郑州,HDG,250
郑州,NNY,260
郴州,HNY,160
郴州,HSC,190
郴州,CAN,300
郴州,CSX,300
鄂州,WUH,70
鄂州,KHN,250
鄂州,SHS,260
铜陵,JUH,70
铜陵,AQG,130
铜陵,HFE,160
铜陵,NKG,180
长春,CGQ,0
长春,YSQ,170
长春,HRB,240
长春,TNH,270
长沙,CSX,0
长沙,HNY,170
长沙,YIC,170
长沙,CGD,180
长治,CIH,0
长治,HDG,160
长治,LFQ,190
长治,TYN,230
阜阳,FUG,0
阜阳,HFE,220
阜阳,CGO,260
阜阳,XUZ,260
阳泉,TYN,110
阳泉,SJW,120
阳泉,HDG,220
阳泉,CIH,240
随州,WUH,150
随州,XFN,180
随州,NNY,270
随州,CGO,300
马鞍山,NKG,50
马鞍山,WUX,160
马鞍山,HFE,180
马鞍山,JUH,190
驻马店,CGO,220
驻马店,FUG,220
驻马店,NNY,220
驻马店,WUH,230
鸡西,JMU,220
鸡西,JSJ,260
鸡西,FYJ,300
鹤壁,HDG,90
鹤壁,CGO,160
鹤壁,TNA,260
鹤岗,JMU,60
鹤岗,JSJ,160
鹤岗,FYJ,230
鹤岗,HRB,300
鹰潭,SQD,130
鹰潭,KHN,160
鹰潭,JDZ,170
鹰潭,WUS,220
黄冈,WUH,80
黄冈,KHN,240
黄冈,HFE,290
黄山,JDZ,170
黄山,JUH,190
黄山,SQD,220
黄山,HGH,230
黄石,WUH,100
黄石,KHN,220
黄石,CSX,300
黄石,SQD,300
黑河,DTU,0
黑河,HEK,0
黑河,JGD,0
黑河,OHE,0
黑河,NDG,300
齐齐哈尔,NDG,0
齐齐哈尔,DQA,150
齐齐哈尔,HRB,290
南宁,NNG,0
南宁,LZH,190
南宁,BHY,210
南宁,ZHA,290
柳州,LZH,0
柳州,KWL,130
柳州,NNG,200
柳州,BHY,260
桂林,KWL,0
桂林,LZH,130
桂林,HNY,240
桂林,WGN,280
桂林,NNG,300
梧州,CAN,220
梧州,ZUH,210
梧州,LZH,230
梧州,NNG,300
北海,BHY,0
北海,ZHA,160
北海,NNG,180
北海,HAK,240
防城港,NNG,130
防城港,BHY,200
防城港,ZHA,250
防城港,HAK,270
钦州,NNG,100
钦州,BHY,150
钦州,ZHA,220
钦州,HAK,280
贵港,NNG,150
贵港,LZH,170
贵港,BHY,220
贵港,KWL,260
玉林,BHY,170
玉林,ZHA,170
玉林,NNG,190
玉林,LZH,240
百色,NNG,260
百色,KWE,270
百色,KMG,300
百色,LZH,300
贺州,KWL,190
贺州,CAN,220
贺州,LZH,260
贺州,HNY,260
河池,LZH,170
河池,KWL,240
河池,NNG,260
河池,KWE,260
来宾,LZH,80
来宾,NNG,150
来宾,KWL,210
崇左,NNG,120
崇左,BHY,240
崇左,ZHA,300
贵阳,KWE,0
贵阳,ZYI,130
贵阳,WMT,160
贵阳,TEN,260
六盘水,KWE,190
六盘水,WMT,170
六盘水,KMG,260
六盘水,ZYI,220
遵义,ZYI,0
遵义,WMT,0
遵义,KWE,150
遵义,TEN,230
遵义,CKG,250
安顺,KWE,100
安顺,WMT,190
安顺,ZYI,210
安顺,KMG,300
毕节,KWE,180
毕节,WMT,180
毕节,ZYI,220
毕节,CKG,280
铜仁,TEN,0
铜仁,ZYI,260
铜仁,KWE,280
铜仁,CKG,300
昆明,KMG,0
昆明,DLU,250
昆明,SYM,300
昆明,LJG,300
曲靖,KMG,130
曲靖,KWE,260
曲靖,WMT,280
玉溪,KMG,90
玉溪,SYM,280
玉溪,DLU,300
保山,TCZ,90
保山,DLU,140
保山,LUM,180
保山,LJG,220
保山,KMG,300
大理,DLU,0
大理,LJG,140
大理,LUM,180
大理,TCZ,220
大理,KMG,300
德宏,LUM,0
德宏,TCZ,110
德宏,DLU,180
德宏,LJG,260
腾冲,TCZ,0
腾冲,LUM,90
腾冲,DLU,220
腾冲,LJG,300
昭通,YBP,260
昭通,KMG,280
昭通,KWE,300
昭通,LZO,300
丽江,LJG,0
丽江,DLU,140
丽江,LUM,180
丽江,TCZ,230
丽江,KMG,300
普洱,SYM,0
普洱,JHG,120
普洱,KMG,280
普洱,DLU,300
西双版纳,JHG,0
西双版纳,SYM,120
西双版纳,KMG,300
临沧,TCZ,170
临沧,LUM,180
临沧,DLU,220
临沧,SYM,260
成都,CTU,0
成都,TFU,0
成都,AHJ,260
稻城,DCY,0
稻城,GZG,260
稻城,XIC,300
甘孜,GZG,0
甘孜,DCY,260
甘孜,AHJ,300
阿坝,AHJ,0
阿坝,CTU,260
阿坝,MIG,280
阿坝,GZG,300
自贡,LZO,110
自贡,TFU,160
自贡,YBP,160
自贡,CTU,190
自贡,CKG,250
攀枝花,PZI,0
攀枝花,XIC,170
攀枝花,LJG,220
攀枝花,KMG,280
西昌,XIC,0
西昌,PZI,170
西昌,CTU,300
泸州,LZO,0
泸州,YBP,110
泸州,CKG,120
泸州,TFU,220
泸州,CTU,240
德阳,MIG,60
德阳,CTU,80
德阳,TFU,110
德阳,GYS,220
绵阳,MIG,0
绵阳,CTU,120
绵阳,TFU,150
绵阳,GYS,180
广元,GYS,0
广元,MIG,180
广元,BZX,200
广元,HZG,230
遂宁,NAO,120
遂宁,TFU,150
遂宁,CTU,160
遂宁,CKG,170
内江,LZO,120
内江,YBP,150
内江,TFU,170
内江,CTU,190
内江,CKG,220
乐山,CTU,140
乐山,TFU,160
乐山,YBP,220
乐山,XIC,300
南充,NAO,0
南充,BZX,140
南充,CKG,160
南充,GYS,260
南充,CTU,260
眉山,CTU,90
眉山,TFU,100
眉山,YBP,200
眉山,LZO,240
宜宾,YBP,0
宜宾,LZO,110
宜宾,TFU,230
宜宾,CTU,260
宜宾,CKG,260
广安,CKG,100
广安,NAO,130
广安,BZX,220
广安,LZO,260
达州,BZX,160
达州,NAO,200
达州,CKG,220
达州,AKA,280
雅安,CTU,130
雅安,TFU,170
雅安,AHJ,220
雅安,DCY,300
巴中,BZX,0
巴中,NAO,140
巴中,GYS,180
巴中,AKA,210
巴中,HZG,260
资阳,TFU,60
资阳,CTU,100
资阳,LZO,180
资阳,CKG,240
重庆,CKG,0
重庆,LZO,120
重庆,NAO,160
重庆,WMT,260
重庆,ZYI,270
西安,XIY,0
西安,AKA,200
西安,YCU,230
西安,HZG,260
西安,LYA,300
铜川,XIY,80
铜川,ENY,220
铜川,UYN,280
宝鸡,XIY,160
宝鸡,LHW,280
宝鸡,HZG,280
咸阳,XIY,20
咸阳,YCU,230
咸阳,ENY,260
渭南,XIY,80
渭南,YCU,150
渭南,LYA,230
渭南,AKA,240
延安,ENY,0
延安,XIY,260
延安,UYN,260
延安,LFQ,280
汉中,HZG,0
汉中,AKA,180
汉中,GYS,220
汉中,XIY,260
榆林,UYN,0
榆林,DSN,180
榆林,ENY,260
榆林,BAV,280
安康,AKA,0
安康,HZG,180
安康,XIY,220
安康,WDS,240
商洛,XIY,130
商洛,AKA,160
商洛,LYA,250
商洛,YCU,260
银川,INC,0
银川,ZHY,160
银川,DSN,280
银川,LHW,300
石嘴山,INC,80
石嘴山,WUA,220
石嘴山,ZHY,230
吴忠,INC,60
吴忠,ZHY,120
吴忠,LHW,280
固原,ZHY,220
固原,INC,260
固原,LHW,260
固原,XIY,300
中卫,ZHY,0
中卫,INC,160
中卫,LHW,220
中卫,JIC,300
呼和浩特,HET,0
呼和浩特,BAV,150
呼和浩特,DSN,240
呼和浩特,WUA,300
包头,BAV,0
包头,DSN,120
包头,HET,150
包头,WUA,280
乌海,WUA,0
乌海,DSN,220
乌海,BAV,280
乌海,INC,300
赤峰,CIF,0
赤峰,CDE,220
赤峰,PEK,280
赤峰,SHE,300
通辽,TGO,0
通辽,CIF,260
通辽,CGQ,280
乌兰浩特,HLH,0
乌兰浩特,TGO,280
乌兰浩特,CGQ,300
鄂尔多斯,DSN,0
鄂尔多斯,BAV,120
鄂尔多斯,WUA,220
鄂尔多斯,HET,240
呼伦贝尔,NZL,0
呼伦贝尔,HLD,0
巴彦淖尔,RLK,0
巴彦淖尔,BAV,220
巴彦淖尔,WUA,260
巴彦淖尔,HET,300
乌兰察布,HET,130
乌兰察布,BAV,260
乌兰察布,PEK,300
锡林浩特,XIL,0
锡林浩特,CIF,300
兰州,LHW,0
兰州,GXH,200
兰州,XNN,220
兰州,JIC,230
兰州,INC,300
甘南,GXH,0
甘南,LHW,200
甘南,LNL,250
甘南,XNN,300
嘉峪关,JGN,0
嘉峪关,YZY,220
嘉峪关,JIC,300
嘉峪关,DNH,280
金昌,JIC,0
金昌,YZY,180
金昌,JGN,300
金昌,LHW,250
白银,LHW,80
白银,JIC,200
白银,INC,260
白银,ZHY,280
天水,LNL,200
天水,LHW,270
天水,XIY,280
天水,HZG,280
武威,JIC,100
武威,YZY,240
武威,LHW,250
张掖,YZY,0
张掖,JIC,180
张掖,JGN,220
张掖,LHW,300
平凉,ZHY,260
平凉,XIY,260
平凉,LHW,280
平凉,INC,280
酒泉,JGN,30
酒泉,YZY,200
酒泉,DNH,300
敦煌,DNH,0
敦煌,JGN,300
敦煌,YZY,300
庆阳,XIY,250
庆阳,ENY,250
庆阳,INC,300
庆阳,LHW,300
定西,LHW,120
定西,GXH,200
定西,LNL,250
定西,XNN,300
陇南,LNL,0
陇南,HZG,180
陇南,GYS,220
陇南,LHW,280
西宁,XNN,0
西宁,LHW,220
西宁,GXH,300
格尔木,GOQ,0
格尔木,XNN,300
玉树,YUS,0
玉树,XNN,300
海东,XNN,40
海东,LHW,200
拉萨,LXA,0
拉萨,LGZ,160
拉萨,RKZ,260
拉萨,LZY,300
日喀则,RKZ,0
日喀则,LXA,260
日喀则,LGZ,300
阿里,NGQ,0
阿里,RKZ,300
昌都,BPX,0
昌都,LZY,280
昌都,LXA,300
林芝,LZY,0
林芝,BPX,280
林芝,LXA,300
山南,LGZ,0
山南,LXA,160
山南,LZY,280
山南,RKZ,300
那曲,LXA,300
那曲,BPX,300
那曲,LGZ,300
乌鲁木齐,URC,0
乌鲁木齐,TLQ,170
乌鲁木齐,SHF,145
乌鲁木齐,KRY,280
乌鲁木齐,HMI,300
阿克苏,AKU,0
阿克苏,KCA,260
阿克苏,KRL,300
库车,KCA,0
库车,AKU,260
库车,KRL,280
喀什,KHG,0
喀什,QSZ,180
喀什,HTN,300
莎车,QSZ,0
莎车,KHG,180
莎车,HTN,300
伊宁,YIN,0
伊宁,URC,300
和田,HTN,0
和田,YTW,180
和田,QSZ,300
库尔勒,KRL,0
库尔勒,TLQ,280
库尔勒,KCA,280
石河子,SHF,0
石河子,URC,145
石河子,KRY,260
石河子,TLQ,250
于田,YTW,0
于田,HTN,180
于田,QSZ,300
克拉玛依,KRY,0
克拉玛依,SHF,260
克拉玛依,URC,280
阿勒泰,AAT,0
阿勒泰,KRY,300
图木舒克,TWC,0
图木舒克,AKU,300
图木舒克,KHG,300
吐鲁番,TLQ,0
吐鲁番,URC,170
吐鲁番,SHF,250
吐鲁番,HMI,300
哈密,HMI,0
哈密,TLQ,300
哈密,URC,300
香港,HKG,0
香港,SZX,40
香港,MFM,45
香港,ZUH,70
香港,CAN,135
澳门,MFM,0
澳门,ZUH,35
澳门,HKG,45
澳门,SZX,80
澳门,CAN,120
台北,TPE,0
台北,FOC,250
台北,WNZ,270
台北,XMN,300
