city_name,iata_code,distance
宜宾,LZO,110
宜宾,TFU,230
宜宾,CTU,260
宜宾,CKG,260
广安,CKG,100
广安,NAO,130
广安,BZX,220
广安,LZO,260
达州,BZX,160
达州,NAO,200
达州,CKG,220
达州,AKA,280
雅安,CTU,130
雅安,TFU,170
雅安,AHJ,220
雅安,DCY,300
巴中,BZX,0
巴中,NAO,140
巴中,GYS,180
巴中,AKA,210
巴中,HZG,260
资阳,TFU,60
资阳,CTU,100
资阳,LZO,180
资阳,CKG,240
重庆,CKG,0
重庆,LZO,120
重庆,NAO,160
重庆,WMT,260
重庆,ZYI,270
西安,XIY,0
西安,AKA,200
西安,YCU,230
西安,HZG,260
西安,LYA,300
铜川,XIY,80
铜川,ENY,220
铜川,UYN,280
宝鸡,XIY,160
宝鸡,LHW,280
宝鸡,HZG,280
咸阳,XIY,20
咸阳,YCU,230
咸阳,ENY,260
渭南,XIY,80
渭南,YCU,150
渭南,LYA,230
渭南,AKA,240
延安,ENY,0
延安,XIY,260
延安,UYN,260
延安,LFQ,280
汉中,HZG,0
汉中,AKA,180
汉中,GYS,220
汉中,XIY,260
榆林,UYN,0
榆林,DSN,180
榆林,ENY,260
榆林,BAV,280
安康,AKA,0
安康,HZG,180
安康,XIY,220
安康,WDS,240
商洛,XIY,130
商洛,AKA,160
商洛,LYA,250
商洛,YCU,260
银川,INC,0
银川,ZHY,160
银川,DSN,280
银川,LHW,300
石嘴山,INC,80
石嘴山,WUA,220
石嘴山,ZHY,230
吴忠,INC,60
吴忠,ZHY,120
吴忠,LHW,280
固原,ZHY,220
固原,INC,260
固原,LHW,260
固原,XIY,300
中卫,ZHY,0
中卫,INC,160
中卫,LHW,220
中卫,JIC,300
呼和浩特,HET,0
呼和浩特,BAV,150
呼和浩特,DSN,240
呼和浩特,WUA,300
包头,BAV,0
包头,DSN,120
包头,HET,150
包头,WUA,280
乌海,WUA,0
乌海,DSN,220
乌海,BAV,280
乌海,INC,300
赤峰,CIF,0
赤峰,CDE,220
赤峰,PEK,280
赤峰,SHE,300
通辽,HLH,0
通辽,TGO,0
通辽,CIF,260
通辽,CGQ,280
鄂尔多斯,DSN,0
鄂尔多斯,BAV,120
鄂尔多斯,WUA,220
鄂尔多斯,HET,240
呼伦贝尔,NZL,0
呼伦贝尔,HLD,0
巴彦淖尔,RLK,0
巴彦淖尔,BAV,220
巴彦淖尔,WUA,260
巴彦淖尔,HET,300
乌兰察布,XIL,0
乌兰察布,HET,130
乌兰察布,BAV,260
乌兰察布,PEK,300
兰州,LHW,0
兰州,GXH,0
兰州,XNN,220
兰州,JIC,230
兰州,INC,300
嘉峪关,JGN,0
嘉峪关,YZY,220
嘉峪关,JIC,230
嘉峪关,DNH,300
金昌,JIC,0
金昌,YZY,180
金昌,JGN,230
金昌,LHW,250
白银,LHW,80
白银,JIC,200
白银,INC,260
白银,ZHY,280
天水,LNL,200
天水,LHW,270
天水,XIY,280
天水,HZG,280
武威,JIC,100
武威,YZY,240
武威,LHW,250
张掖,YZY,0
张掖,JIC,180
张掖,JGN,220
张掖,LHW,300
平凉,ZHY,260
平凉,XIY,260
平凉,LHW,280
平凉,INC,280
酒泉,DNH,0
酒泉,JGN,300
酒泉,YZY,300
庆阳,XIY,250
庆阳,ENY,250
庆阳,INC,300
庆阳,LHW,300
定西,LHW,120
定西,GXH,200
定西,LNL,250
定西,XNN,300
陇南,LNL,0
陇南,HZG,180
陇南,GYS,220
陇南,LHW,280
西宁,XNN,0
西宁,GOQ,0
西宁,YUS,0
西宁,LHW,220
海东,XNN,40
海东,LHW,200
拉萨,LXA,0
拉萨,LGZ,160
拉萨,RKZ,260
拉萨,LZY,300
日喀则,NGQ,0
日喀则,RKZ,0
日喀则,LXA,260
日喀则,LGZ,300
昌都,BPX,0
昌都,LZY,280
昌都,LXA,300
林芝,LZY,0
林芝,BPX,280
林芝,LXA,300
山南,LGZ,0
山南,LXA,160
山南,LZY,280
山南,RKZ,300
那曲,LXA,300
那曲,BPX,300
那曲,LGZ,300
乌鲁木齐,URC,0
乌鲁木齐,AKU,0
乌鲁木齐,KCA,0
乌鲁木齐,KHG,0
乌鲁木齐,QSZ,0
乌鲁木齐,YIN,0
乌鲁木齐,HTN,0
乌鲁木齐,KRL,0
乌鲁木齐,SHF,0
乌鲁木齐,YTW,0
克拉玛依,AAT,0
克拉玛依,TWC,0
克拉玛依,KRY,0
克拉玛依,SHF,260
克拉玛依,URC,280
吐鲁番,TLQ,0
吐鲁番,URC,170
吐鲁番,SHF,250
吐鲁番,HMI,300
哈密,HMI,0
哈密,TLQ,300
哈密,URC,300
香港,HKG,0
香港,SZX,40
香港,MFM,45
香港,ZUH,70
香港,CAN,135
澳门,MFM,0
澳门,ZUH,35
澳门,HKG,45
澳门,SZX,80
澳门,CAN,120
台北,TPE,0
台北,FOC,250
台北,WNZ,270
台北,XMN,300
